Agency,Description,Uploaded on,Link,Saved
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - PA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0002&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - PA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICE - PAR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0004&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SQL TRAINING,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0083&modNumber=0&idvAgencyID=&idvPIID=47QREA24D000E&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - PA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0005&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LINKEDIN LEARNING LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0045&modNumber=0&idvAgencyID=&idvPIID=47QSWA18D008F&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LINKEDIN SUBSCRIPTION SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0008&modNumber=0&idvAgencyID=&idvPIID=47QSWA18D008F&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SCANWRITER SOFTWARE LICENSE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00040&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA18D005U&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SAS LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00018&modNumber=P00006&idvAgencyID=&idvPIID=47QTCA18D0081&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,GARTNER INC SUBSCRIPTION SE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00027&modNumber=P00005&idvAgencyID=&idvPIID=47QTCA18D008L&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,O'REILLY LEARNING PLATFORM,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00033&modNumber=0&idvAgencyID=&idvPIID=47QTCA19D0022&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - PA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0006&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CYBERFEDS AND WORKER'S COMP...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00035&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D002P&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CYBERFEDS LICENSES.,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0038&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D002P&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - AT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0007&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - AT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0008&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - AT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0009&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ROSETTA STONE CATALYST BRON...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00025&modNumber=0&idvAgencyID=&idvPIID=47QTCA23D007Q&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CENTRALIZED PLATFORM CONTRO...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0086&modNumber=P00002&idvAgencyID=&idvPIID=47QTCB21D0245&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CONFLICT COACH TRAINING,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0043&modNumber=P00001&idvAgencyID=&idvPIID=9531CB20A0004&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,"BPA CALL 0002 - FURNITURE, ...",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0039&modNumber=P00001&idvAgencyID=&idvPIID=9531CB22A0002&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,COMMISSIONING TEST AND CASE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0045&modNumber=0&idvAgencyID=&idvPIID=9531CB22D0008&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,FY24 YOUTH FINANCIAL EDUCAT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0030&modNumber=0&idvAgencyID=&idvPIID=9531CB23A0008&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,OMWI COMMS SUPPORT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0046&modNumber=P00002&idvAgencyID=&idvPIID=9531CB23A0018&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - AT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0010&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ACQUISITION SUPPORT SERVICE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0002&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,OHC HARASSMENT INVESTIGATIO...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0007&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SERVICES RELATED TO VALIDAT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0008&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,EEO INVESTIGATIONS BPA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0005&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,COMPLIANCE TRAINING,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0006&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,BARRIER ANALYSIS SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0007&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,TRANSLATION AND INTERPRETAT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0001&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001K&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,RESEARCH FOR INNOVATIVE FIN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20A0006&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,MANAGEMENT AND STRATEGY CON...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0005&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,RESEARCH FOR INNOVATIVE FIN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20A0008&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D003Z&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,MANAGEMENT AND STRATEGY CON...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0007&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D005Z&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,"DESIGN, DEVELOPMENT, AND HO...",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0018&modNumber=P00001&idvAgencyID=&idvPIID=GS02F0111U&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,WESTLAW EDGE LEGAL DATABASE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00008&modNumber=P00003&idvAgencyID=&idvPIID=GS02F026DA&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ASL/CART SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0001&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA22D004R&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,BPA FOR EEO COUNSELING SERV...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0012&modNumber=P00005&idvAgencyID=&idvPIID=47QREA19D0010&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,EEO INVESTIGATIONS BPA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25A0006&modNumber=0&idvAgencyID=&idvPIID=47QREA23D001A&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,DIRECT EDISCOVERY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0013&modNumber=P00002&idvAgencyID=&idvPIID=47QSMA19D08PL&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,BPA FOR DATA ANALYTICS,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0021&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA19D00L1&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,BPA FOR DATA ANALYTICS SERV...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0022&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D00ES&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CORNERSTONE ONDEMAND,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0011&modNumber=P00001&idvAgencyID=&idvPIID=GS35F0247V&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,DATA ANALYTICS SUPPORT SERV...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0018&modNumber=P00004&idvAgencyID=&idvPIID=47QTCA20D00EX&contractType=IDV,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LEAPTREE OPTIMIZE LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20F0053&modNumber=P00006&idvAgencyID=&idvPIID=NNG15SC05B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,LIGHTBEND AKKA ENTERPRISE S...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00036&modNumber=0&idvAgencyID=&idvPIID=NNG15SC23B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ENTERPRISE DB POSTGRES ADVA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0037&modNumber=0&idvAgencyID=&idvPIID=NNG15SC23B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,APPLECARE OS SUPPORT - PREF...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00012&modNumber=0&idvAgencyID=&idvPIID=NNG15SC70B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ANOMALI LICENSES FOR CFPB,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00029&modNumber=P00006&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SURVEY TOOL (QUALTRICS),2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00075&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SOLARWINDS MAINTENANCE AND ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00028&modNumber=0&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,DATABRICKS ENTERPRISE PLATF...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0104&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,NUTANIX HARDWARE DESKTOP EN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0039&modNumber=0&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CISCO SMARTNET MAINTENANCE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0075&modNumber=0&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ZIXGATEWAY ENTERPRISE LICEN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0088&modNumber=0&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,GRANICUS INC. (GOVDELIVERY)...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0033&modNumber=0&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ACCELLION KITEWORKS ENTERPRISE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00044&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SC77B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,MAINTENANCE RENEWAL FOR MAT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00043&modNumber=0&idvAgencyID=&idvPIID=NNG15SC80B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,NEXIDIA MAINTENANCE RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00015&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SC82B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,NEW RELIC LICENSE RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00049&modNumber=0&idvAgencyID=&idvPIID=NNG15SC82B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,STORAGE SERVER HARDWARE MAI...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00021&modNumber=0&idvAgencyID=&idvPIID=NNG15SC86B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,VERACODE SERVICE BUNDLE SUB...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00040&modNumber=0&idvAgencyID=&idvPIID=NNG15SC92B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SECUREAUTH IDP LICENSE RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00051&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD00B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,AXONIUS SECURITY ASSET MANA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0100&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD00B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CISCO ANYCONNECT LICENSE AN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00011&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD04B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ANNUAL SUBSCRIPTION TO THE ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00037&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,IPRO ECAPTURE ENTERPRISE E-...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00038&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,PROVAR LICENSE RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00016&modNumber=0&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,DATASTAX LUNA STANDARD SUPPORT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00024&modNumber=0&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,RSTUDIO SERVER PRO MAINTENA...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00046&modNumber=0&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CISCO WIRELESS INFRASTRUCTURE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00054&modNumber=0&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CYBERARK ENTERPRISE LICENSE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00062&modNumber=P00007&idvAgencyID=&idvPIID=NNG15SD08B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,RADIANT LOGIC LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00073&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD09B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ADOBE LICENSE RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00047&modNumber=0&idvAgencyID=&idvPIID=NNG15SD09B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,GRANICUS INC. (GOVDELIVERY)...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0026&modNumber=0&idvAgencyID=&idvPIID=NNG15SD09B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,AXWAY PREMIER LEVEL MAINTEN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00044&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD11B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,PUPPET LABS RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0028&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD11B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,VMWARE LICENSES AND MAINTEN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00025&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD23B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CISCO AND NUTANIX HARDWARE ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00038&modNumber=0&idvAgencyID=&idvPIID=NNG15SD23B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ELASTICSEARCH PLATINUM SUBS...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00043&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD28B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SALESFORCE LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00011&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD29B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,SAFECONSOLE ENTERPRISE LICE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00013&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD33B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,EXCEED ON DEMAND LICENSE RE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00033&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD38B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,CITRIX MAINTENANCE RENEWAL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00019&modNumber=0&idvAgencyID=&idvPIID=NNG15SD42B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,DEED NATIONAL DATA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0099&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD42B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,JIRA LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0014&modNumber=0&idvAgencyID=&idvPIID=NNG15SD42B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ESRI ARCGIS ENTERPRISE LICE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00042&modNumber=0&idvAgencyID=&idvPIID=NNG15SD60B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,GOOGLE ANALYTICS AND OPTIMI...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21F0042&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD74B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,VIRUSTOTAL BASIC SUBSCRIPTION,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0073&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD74B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,MURAL BUSINESS EDITION LICE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00032&modNumber=0&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,ADDRESS VALIDATION TOOL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0084&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,TABLEAU LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0076&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,$0
CONSUMER FINANCIAL PROTECTION BUREAU,QMULOS AUDIT/COMPLIANCE APPS,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0064&modNumber=0&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,$0
